0.3559	24246.5	46757.4	2.9146
0.4636	36067.5	53793.9	3.0638
0.548	39888.2	58165.2	3.256
0.6527	51727.5	58388.5	3.4924
0.7573	7653.2	59699.9	3.9736
0.8793	7661.08	60706.3	4.5564
0.8921	4543.21	51634.2	4.7419
0.9541	3103.65	51439.6	5.0084
