0.2299	4100.66	13583.7	12.08
0.2806	6620.56	12612.5	10.5014
0.3118	8770.63	17621.7	15.0038
0.3593	12548.5	14572	16.6333
0.619	1951.7	20643.5	5.4451
0.7346	3008.98	17531.1	5.1099
0.8369	3621.42	17558.3	4.8123
0.8563	5514.03	17168.4	4.8065
