P89B0;40;13760001;33;1
P89B0;49;79CA0001;32;1
P89B0;78;92680001;32;2
P89B0;116;72C20001;32;1
P89B0;123;2B530001;32;1
P89B0;207;6BF70001;32;1
P89B0;208;6BF70002;62;1
P89B0;210;485B0003;93;1
P89B0;212;485B0004;124;1
P89B0;225;13760002;63;1
P89B0;235;35F80001;33;2
P89B0;257;72C20003;93;1
P89B0;260;72C20002;63;2
P89B0;261;D7580001;32;1
P89B0;262;6BF70003;92;1
P89B0;266;485B0007;214;1
P89B0;268;485B0006;184;1
P89B0;273;485B0008;244;1
P89B0;279;485B0009;275;1
P89B0;280;1ADF0004;123;1
P89B0;281;1ADF0005;154;1
P89B0;282;1ADF0003;93;1
P89B0;283;13760003;94;1
P89B0;285;13760004;124;1
P89B0;287;1ADF0001;32;1
P89B0;289;13760005;154;1
P89B0;296;5F340006;185;1
P89B0;321;5F340008;245;1
P89B0;377;ED090004;124;1
P89B0;398;3A280002;64;1
P89B0;429;5F340001;32;5
P89B0;430;485B000D;397;1
P89B0;433;784A0004;124;1
P89B0;445;1ADF0007;214;1
P89B0;446;13760009;275;2
P89B0;447;5F34000C;366;1
P89B0;448;1ADF0008;244;1
P89B0;524;72C20009;275;1
P89B0;528;92680002;62;3
P89B0;530;72C2000B;336;1
P89B0;541;72C2000C;366;1
P89B0;542;C31E0003;93;1
P89B0;656;79CA0004;122;1
P89B0;678;1ADF000C;365;1
P89B0;681;1ADF000D;395;1
P89B0;709;1ADF000A;305;1
P89B0;715;1ADF000F;458;1
P89B0;716;1ADF000B;335;1
P89B0;722;1ADF0010;489;1
P89B0;725;1ADF0011;519;1
P89B0;728;1ADF0012;550;1
P89B0;750;485B0015;639;1
P89B0;766;72C20004;124;3
P89B0;767;485B000F;458;1
P89B0;770;485B000A;305;1
P89B0;839;485B0016;669;1
P89B0;857;C31E0006;183;2
P89B0;896;6BF70006;184;2
P89B0;898;D7580008;245;1
P89B0;1054;6BF70007;215;2
P89B0;1067;6BF70013;581;1
P89B0;1076;26F70008;247;1
P89B0;1078;26F70009;277;1
P89B0;1079;D7580004;124;2
P89B0;1081;26F7000A;308;1
P89B0;1086;26F7000B;338;1
P89B0;1093;51F70001;32;4
P89B0;1095;26F7000C;369;1
P89B0;1100;26F7000D;399;1
P89B0;1107;26F7000E;429;1
P89B0;1108;2B530004;125;2
P89B0;1115;26F7000F;460;1
P89B0;1116;26F70010;490;1
P89B0;1220;6BF70009;277;1
P89B0;1252;C31E0012;548;2
P89B0;1323;6BF70020;981;1
P89B0;1397;485B001F;946;1
P89B0;1402;485B0021;1006;1
P89B0;1405;485B0022;1036;1
P89B0;1421;485B0023;1067;1
P89B0;1422;485B0024;1097;1
P89B0;1429;1376000A;306;2
P89B0;1429;26F70013;581;1
P89B0;1433;79CA000A;304;1
P89B0;1435;26F70025;1129;1
P89B0;1438;ED090007;217;2
P89B0;1442;3AB00004;124;1
P89B0;1478;EDB10026;1161;1
P89B0;1481;C31E0010;487;3
P89B0;1488;6BF7000B;338;2
P89B0;1490;EDB10028;1223;1
P89B0;1491;3A280009;278;3
P89B0;1503;51F70014;611;1
P89B0;1514;EDB1002B;1314;1
P89B0;1526;EDB1002C;1346;1
P89B0;1528;C31E0002;62;3
P89B0;1528;EDB1002D;1376;1
P89B0;1529;EDB1002E;1406;1
P89B0;1531;EDB1002F;1437;1
P89B0;1533;EDB10030;1467;1
P89B0;1533;EDB10031;1497;1
P89B0;1537;C31E0005;153;2
P89B0;1539;51F70017;702;1
P89B0;1541;51F70018;732;1
P89B0;1543;EDB10032;1527;1
P89B0;1553;51F7001A;793;1
P89B0;1561;51F7001C;854;1
P89B0;1575;EDB10033;1557;1
P89B0;1578;51F7001D;886;1
P89B0;1580;51F7001E;918;1
P89B0;1581;51F7001F;949;1
P89B0;1584;1ADF001D;888;2
P89B0;1610;1ADF0034;1591;1
P89B0;1631;1ADF0035;1622;1
P89B0;1692;92680003;92;2
P89B0;1693;6BF7000E;430;2
P89B0;1694;D7580011;522;1
P89B0;1695;6BF70008;247;2
P89B0;1700;D7580012;552;1
P89B0;1702;D7580013;583;1
P89B0;1705;D7580014;614;1
P89B0;1708;D7580015;644;1
P89B0;1709;D7580016;674;1
P89B0;1710;D7580017;704;1
P89B0;1716;D7580019;765;1
P89B0;1717;D758001A;796;1
P89B0;1721;13760007;214;1
P89B0;1737;D7580009;276;1
P89B0;1752;79CA0005;152;4
P89B0;1755;D758000A;306;1
P89B0;1756;D758000B;338;1
P89B0;1771;485B0019;761;1
P89B0;1773;9268000A;304;2
P89B0;1777;13760015;639;2
P89B0;1777;9268000B;335;2
P89B0;1779;72C20021;1002;1
P89B0;1786;72C20022;1032;1
P89B0;1790;72C20023;1062;1
P89B0;1793;72C20024;1092;1
P89B0;1795;ED090006;185;2
P89B0;1797;35F80001;33;4
P89B0;1799;72C20025;1122;1
P89B0;1801;BAD30003;94;3
P89B0;1803;72C20026;1153;1
P89B0;1804;72C20027;1184;1
P89B0;1806;72C20028;1216;1
P89B0;1806;72C20029;1246;1
P89B0;1807;72C2002A;1276;1
P89B0;1810;485B001A;792;1
P89B0;1827;EDB10036;1647;1
P89B0;1827;2B53000A;305;1
P89B0;1828;EDB10034;1587;1
P89B0;1833;2B530003;94;1
P89B0;1834;EDB10038;1709;1
P89B0;1836;2B53000B;336;1
P89B0;1838;EDB10039;1740;1
P89B0;1839;2B53000C;366;1
P89B0;1840;2B53000D;396;1
P89B0;1841;2B53000E;426;1
P89B0;1842;EDB1003A;1770;1
P89B0;1842;EDB10037;1679;1
P89B0;1845;EDB1003B;1800;1
P89B0;1849;2B530011;517;1
P89B0;1850;EDB1003C;1830;1
P89B0;1854;2B530010;487;2
P89B0;1857;2B530012;548;1
P89B0;1858;2B530013;580;1
P89B0;1861;2B530014;610;1
P89B0;1863;2B530015;640;1
P89B0;1865;2B530016;670;1
P89B0;1869;2B530017;700;1
P89B0;1874;2B530018;731;1
P89B0;1877;2B530019;762;1
P89B0;1879;784A000F;459;2
P89B0;1881;2B53001A;793;1
P89B0;1883;2B53001B;824;1
P89B0;1885;2B53001C;855;1
P89B0;1887;2B53001D;886;1
P89B0;1889;EDB1003D;1861;1
P89B0;1894;2B53001F;946;1
P89B0;1898;2B530021;1006;1
P89B0;1904;2B530023;1067;1
P89B0;1915;51F7000C;367;1
P89B0;1916;51F7000D;397;1
P89B0;1917;2B530025;1127;1
P89B0;1918;2B530026;1158;1
P89B0;1919;2B530027;1188;1
P89B0;1924;79CA000E;424;2
P89B0;1926;79CA0010;485;2
P89B0;1927;2B530029;1249;1
P89B0;1929;2B53002A;1279;1
P89B0;1934;2B53002B;1309;1
P89B0;1935;2B53002C;1340;1
P89B0;1936;2B53002D;1371;1
P89B0;1937;51F70026;1160;1
P89B0;1958;D7580002;63;1
P89B0;1959;D758000E;430;1
P89B0;2016;ED090022;1037;2
P89B0;2017;784A001C;854;2
P89B0;2018;6BF7001E;919;2
P89B0;2020;1ADF0038;1713;1
P89B0;2022;1ADF0039;1744;1
P89B0;2024;C31E0001;32;4
P89B0;2025;485B0029;1249;1
P89B0;2026;485B002A;1279;1
P89B0;2027;485B002B;1310;1
P89B0;2031;485B002C;1341;1
P89B0;2032;485B0011;518;1
P89B0;2033;485B001E;915;1
P89B0;2034;485B002D;1371;1
P89B0;2037;5F340004;124;3
P89B0;2039;485B000E;428;1
P89B0;2057;ED090028;1221;2
P89B0;2063;1376003F;1919;1
P89B0;2066;13760040;1949;1
P89B0;2070;13760041;1979;1
P89B0;2074;13760043;2040;1
P89B0;2125;C31E000F;456;1
P89B0;2126;C31E002D;1361;1
P89B0;2131;D7580006;185;2
P89B0;2132;C31E0011;517;1
P89B0;2136;D7580029;1253;1
P89B0;2139;D7580010;491;1
P89B0;2141;C31E0009;274;2
P89B0;2142;5F340014;609;2
P89B0;2146;784A0026;1156;1
P89B0;2150;D758002B;1313;1
P89B0;2152;784A0027;1187;1
P89B0;2155;784A0028;1217;1
P89B0;2155;D758002C;1343;1
P89B0;2157;784A0034;1584;1
P89B0;2158;784A002A;1277;1
P89B0;2159;79CA0028;1223;2
P89B0;2160;784A002D;1370;1
P89B0;2163;D758002D;1374;1
P89B0;2165;D758002F;1434;1
P89B0;2166;BAD30018;732;2
P89B0;2168;79CA0029;1254;2
P89B0;2170;79CA002A;1284;2
P89B0;2172;784A002E;1400;1
P89B0;2178;D7580018;735;1
P89B0;2180;5F340026;1158;2
P89B0;2184;784A0016;672;1
P89B0;2185;3AB00001;33;2
P89B0;2199;72C20014;609;2
P89B0;2202;72C20015;640;2
P89B0;2204;784A0016;672;2
P89B0;2206;26F7002F;1433;1
P89B0;2208;EDB1003F;1923;1
P89B0;2209;51F70006;183;2
P89B0;2212;26F70030;1464;1
P89B0;2213;26F70031;1495;1
P89B0;2215;EDB10042;2013;1
P89B0;2218;26F70032;1525;1
P89B0;2218;EDB10044;2073;1
P89B0;2220;26F70026;1159;1
P89B0;2222;3AB0000F;458;1
P89B0;2223;3AB00010;489;1
P89B0;2226;3AB00011;519;1
P89B0;2228;3AB00012;549;1
P89B0;2229;3AB00013;579;1
P89B0;2232;3AB00014;609;1
P89B0;2234;3AB00015;640;1
P89B0;2238;BAD30023;1066;2
P89B0;2240;3AB00016;671;1
P89B0;2242;3AB00017;701;1
P89B0;2257;BAD30028;1216;1
P89B0;2276;9268000D;395;2
P89B0;2277;1376000D;396;2
P89B0;2279;5F340001;32;8
P89B0;2287;72C2001A;791;1
P89B0;2288;72C20011;517;1
P89B0;2291;5F34000B;335;1
P89B0;2293;5F34002B;1309;1
P89B0;2294;5F34000E;427;1
P89B0;2295;5F34002C;1339;1
P89B0;2298;5F340002;63;3
P89B0;2300;1ADF0006;184;2
P89B0;2300;5F34000F;457;1
P89B0;2303;79CA000B;334;2
P89B0;2304;6BF7001B;826;1
P89B0;2305;ED09001B;825;2
P89B0;2306;5F34003A;1763;1
P89B0;2309;ED09001C;855;2
P89B0;2310;C31E000D;395;2
P89B0;2311;5F34003C;1824;1
P89B0;2312;5F340018;729;1
P89B0;2314;5F34003E;1884;1
P89B0;2315;5F34003F;1914;1
P89B0;2316;51F7002F;1435;1
P89B0;2320;6BF70037;1681;1
P89B0;2322;6BF7001D;888;1
P89B0;2324;51F70031;1495;1
P89B0;2325;C31E0019;759;2
P89B0;2326;6BF7000F;461;4
P89B0;2327;784A0020;975;3
P89B0;2328;5F340040;1945;1
P89B0;2329;1376000A;306;2
P89B0;2330;72C2002F;1428;2
P89B0;2332;72C20030;1460;2
P89B0;2334;5F340032;1521;2
P89B0;2335;C31E000E;426;3
P89B0;2337;784A0019;763;2
P89B0;2338;5F340041;1975;1
P89B0;2339;C31E0015;638;3
P89B0;2341;ED09002B;1311;2
P89B0;2343;51F70032;1526;1
P89B0;2345;3A280008;247;5
P89B0;2346;ED090021;1007;1
P89B0;2347;51F70033;1557;1
P89B0;2347;C31E001A;789;2
P89B0;2351;1376000B;336;3
P89B0;2354;51F70034;1587;1
P89B0;2354;ED090028;1221;2
P89B0;2355;ED090032;1523;2
P89B0;2356;51F70044;2074;1
P89B0;2357;26F7001C;854;3
P89B0;2359;6BF7002F;1438;2
P89B0;2361;5F340020;976;1
P89B0;2363;5F340042;2005;1
P89B0;2364;C31E001A;789;2
P89B0;2365;72C2003B;1798;1
P89B0;2368;72C2003C;1828;1
P89B0;2372;26F70014;612;1
P89B0;2373;26F70034;1585;1
P89B0;2375;92680007;214;3
P89B0;2378;C31E000D;395;2
P89B0;2380;1376000E;426;2
P89B0;2381;6BF70027;1195;1
P89B0;2382;C31E0010;487;2
P89B0;2383;6BF70012;551;2
P89B0;2389;ED09002F;1433;1
P89B0;2390;72C2003E;1890;1
P89B0;2392;51F70010;487;2
P89B0;2404;C31E0025;1120;3
P89B0;2406;3A280006;186;2
P89B0;2409;51F70020;980;3
P89B0;2421;784A000E;429;1
P89B0;2424;D758000A;306;2
