P1376,0000033,13760001,0000033,001
P1376,0000063,13760002,0000063,001
P1376,0000094,13760003,0000094,001
P1376,0000124,13760004,0000124,001
P1376,0000154,13760005,0000154,001
P1376,0000184,13760006,0000184,001
P1376,0000214,13760007,0000214,001
P1376,0000244,13760008,0000244,001
P1376,0000275,13760009,0000275,001
P1376,0000306,1376000A,0000306,001
P1376,0000336,1376000B,0000336,001
P1376,0000350,5F340002,0000063,004
P1376,0000353,1ADF0006,0000184,003
P1376,0000357,5F340001,0000032,005
P1376,0000366,1376000C,0000366,001
P1376,0000367,1ADF0007,0000214,003
P1376,0000369,1ADF0008,0000244,003
P1376,0000371,5F34000A,0000305,002
P1376,0000376,5F340004,0000124,002
P1376,0000376,79CA0005,0000152,003
P1376,0000380,79CA0006,0000182,003
P1376,0000396,1376000D,0000396,001
P1376,0000426,1376000E,0000426,001
P1376,0000456,1376000F,0000456,001
P1376,0000487,13760010,0000487,001
P1376,0000517,13760011,0000517,001
P1376,0000548,13760012,0000548,001
P1376,0000578,13760013,0000578,001
P1376,0000609,13760014,0000609,001
P1376,0000639,13760015,0000639,001
P1376,0000644,35F80001,0000033,004
P1376,0000665,79CA0009,0000274,002
P1376,0000669,13760016,0000669,001
P1376,0000675,79CA000A,0000304,002
P1376,0000699,13760017,0000699,001
P1376,0000703,5F34000D,0000397,002
P1376,0000705,485B0013,0000579,002
P1376,0000716,79CA000B,0000334,002
P1376,0000729,13760018,0000729,001
P1376,0000759,13760019,0000759,001
P1376,0000790,1376001A,0000790,001
P1376,0000822,1376001B,0000822,001
P1376,0000852,1376001C,0000852,001
P1376,0000883,1376001D,0000883,001
P1376,0000913,1376001E,0000913,001
P1376,0000943,1376001F,0000943,001
P1376,0000973,13760020,0000973,001
P1376,0001003,13760021,0001003,001
P1376,0001033,13760022,0001033,001
P1376,0001063,13760023,0001063,001
P1376,0001093,13760024,0001093,001
P1376,0001125,13760025,0001125,001
P1376,0001156,13760026,0001156,001
P1376,0001176,ED090008,0000247,003
P1376,0001181,26F70014,0000612,002
P1376,0001186,13760027,0001186,001
P1376,0001187,26F70015,0000642,002
P1376,0001191,26F70001,0000032,002
P1376,0001191,26F70002,0000063,002
P1376,0001216,13760028,0001216,001
P1376,0001218,26F7001A,0000794,002
P1376,0001225,26F7001B,0000824,002
P1376,0001247,13760029,0001247,001
P1376,0001277,1376002A,0001277,001
P1376,0001306,26F70024,0001099,002
P1376,0001306,92680003,0000092,005
P1376,0001309,1376002B,0001309,001
P1376,0001332,ED09001A,0000795,002
P1376,0001336,5F340013,0000579,003
P1376,0001339,1376002C,0001339,001
P1376,0001369,1376002D,0001369,001
P1376,0001399,1376002E,0001399,001
P1376,0001405,5F34001A,0000790,002
P1376,0001418,1ADF002E,0001410,002
P1376,0001429,1376002F,0001429,001
P1376,0001460,13760030,0001460,001
P1376,0001491,13760031,0001491,001
P1376,0001521,13760032,0001521,001
P1376,0001551,13760033,0001551,001
P1376,0001582,13760034,0001582,001
P1376,0001612,13760035,0001612,001
P1376,0001643,13760036,0001643,001
P1376,0001675,13760037,0001675,001
P1376,0001705,13760038,0001705,001
P1376,0001709,BAD3001B,0000823,002
P1376,0001713,D758001B,0000826,002
P1376,0001717,D758001C,0000856,002
P1376,0001735,13760039,0001735,001
P1376,0001749,92680001,0000032,003
P1376,0001749,79CA000B,0000334,003
P1376,0001767,1376003A,0001767,001
P1376,0001786,51F70021,0001010,002
P1376,0001787,51F7000A,0000304,002
P1376,0001788,51F70003,0000093,002
P1376,0001789,51F70023,0001070,002
P1376,0001796,6BF7001A,0000796,003
P1376,0001798,6BF7001B,0000826,003
P1376,0001798,1376003B,0001798,001
P1376,0001828,1376003C,0001828,001
P1376,0001858,1376003D,0001858,001
P1376,0001889,1376003E,0001889,001
P1376,0001910,C31E000E,0000426,002
P1376,0001919,1376003F,0001919,001
P1376,0001949,13760040,0001949,001
P1376,0001979,13760041,0001979,001
P1376,0001992,ED090028,0001221,002
P1376,0002009,13760042,0002009,001
P1376,0002040,13760043,0002040,001
P1376,0002070,13760044,0002070,001
P1376,0002100,13760045,0002100,001
P1376,0002130,13760046,0002130,001
P1376,0002161,13760047,0002161,001
P1376,0002192,13760048,0002192,001
P1376,0002194,26F70016,0000672,003
P1376,0002196,51F7000C,0000367,003
P1376,0002222,13760049,0002222,001
P1376,0002236,485B0031,0001493,003
P1376,0002252,1376004A,0002252,001
P1376,0002264,2B530038,0001704,002
P1376,0002266,2B530039,0001735,002
P1376,0002267,26F70018,0000734,003
P1376,0002268,2B53003A,0001765,002
P1376,0002269,C31E0009,0000274,003
P1376,0002277,2B530008,0000245,002
P1376,0002283,1376004B,0002283,001
P1376,0002283,C31E0025,0001120,003
P1376,0002289,2B530009,0000275,002
P1376,0002290,51F70020,0000980,003
P1376,0002291,2B53003B,0001795,002
P1376,0002292,2B53003C,0001825,002
P1376,0002313,1376004C,0002313,001
P1376,0002321,51F70025,0001130,003
P1376,0002324,2B53003F,0001916,002
P1376,0002343,1376004D,0002343,001
P1376,0002374,1376004E,0002374,001
P1376,0002380,51F70027,0001190,003
P1376,0002405,1376004F,0002405,001
P1376,0002435,13760050,0002435,001
P1376,0002465,13760051,0002465,001
P1376,0002481,D7580021,0001010,004
P1376,0002494,2B530035,0001612,003
P1376,0002496,13760052,0002496,001
P1376,0002499,2B530030,0001462,002
P1376,0002526,13760053,0002526,001
P1376,0002542,2B530042,0002008,002
P1376,0002551,1ADF003D,0001865,003
P1376,0002554,2B530033,0001552,002
P1376,0002556,13760054,0002556,001
P1376,0002584,EDB10035,0001617,003
P1376,0002586,13760055,0002586,001
P1376,0002616,13760056,0002616,001
P1376,0002646,13760057,0002646,001
P1376,0002676,13760058,0002676,001
P1376,0002679,784A003C,0001826,003
P1376,0002706,13760059,0002706,001
P1376,0002738,1376005A,0002738,001
P1376,0002745,79CA0024,0001100,003
P1376,0002746,784A0020,0000975,004
P1376,0002769,1376005B,0002769,001
P1376,0002799,1376005C,0002799,001
P1376,0002829,1376005D,0002829,001
P1376,0002855,D7580021,0001010,003
P1376,0002859,1376005E,0002859,001
P1376,0002889,1376005F,0002889,001
P1376,0002919,13760060,0002919,001
P1376,0002949,13760061,0002949,001
P1376,0002979,13760062,0002979,001
P1376,0003009,13760063,0003009,001
P1376,0003039,13760064,0003039,001
P1376,0003069,13760065,0003069,001
P1376,0003099,13760066,0003099,001
P1376,0003129,13760067,0003129,001
P1376,0003161,13760068,0003161,001
P1376,0003193,13760069,0003193,001
P1376,0003223,1376006A,0003223,001
P1376,0003253,1376006B,0003253,001
P1376,0003283,5F340038,0001702,002
P1376,0003283,1376006C,0003283,001
P1376,0003313,1376006D,0003313,001
P1376,0003343,1376006E,0003343,001
P1376,0003373,1376006F,0003373,001
P1376,0003404,13760070,0003404,001
P1376,0003435,13760071,0003435,001
P1376,0003465,13760072,0003465,001
P1376,0003496,13760073,0003496,001
P1376,0003527,13760074,0003527,001
P1376,0003540,3A280009,0000278,004
P1376,0003557,13760075,0003557,001
P1376,0003561,784A0026,0001156,003
P1376,0003566,6BF7001F,0000950,004
P1376,0003566,ED09001F,0000947,003
P1376,0003568,5F340046,0002125,002
P1376,0003587,13760076,0003587,001
P1376,0003610,1ADF003C,0001835,003
P1376,0003611,2B530031,0001492,004
P1376,0003612,1ADF0043,0002047,003
P1376,0003617,13760077,0003617,001
P1376,0003620,C31E002F,0001422,003
P1376,0003620,C31E0015,0000638,003
P1376,0003623,BAD30027,0001186,002
P1376,0003625,BAD3004A,0002246,002
P1376,0003626,ED090010,0000491,004
P1376,0003632,5F340016,0000669,003
P1376,0003635,6BF7001F,0000950,003
P1376,0003637,51F7002B,0001313,005
P1376,0003638,C31E001E,0000910,004
P1376,0003639,5F340048,0002185,003
P1376,0003645,13760007,0000214,006
P1376,0003646,ED090069,0003182,002
P1376,0003647,5F340017,0000699,003
P1376,0003647,13760078,0003647,001
P1376,0003648,5F34002A,0001278,003
P1376,0003652,6BF70026,0001164,003
P1376,0003653,5F340010,0000488,004
P1376,0003657,51F7004B,0002287,002
P1376,0003658,51F7004C,0002317,002
P1376,0003661,784A0020,0000975,004
P1376,0003663,26F70016,0000672,003
P1376,0003677,13760079,0003677,001
P1376,0003679,485B0056,0002620,002
P1376,0003707,1376007A,0003707,001
P1376,0003737,1376007B,0003737,001
P1376,0003748,EDB10059,0002707,002
P1376,0003767,1376007C,0003767,001
P1376,0003798,1376007D,0003798,001
P1376,0003828,1376007E,0003828,001
P1376,0003858,1376007F,0003858,001
P1376,0003888,13760080,0003888,001
P1376,0003918,13760081,0003918,001
P1376,0003948,13760082,0003948,001
P1376,0003979,5F34001D,0000885,005
P1376,0003979,13760083,0003979,001
P1376,0004009,13760084,0004009,001
P1376,0004039,13760085,0004039,001
P1376,0004067,79CA0010,0000485,005
P1376,0004069,784A0064,0003038,002
P1376,0004069,13760086,0004069,001
P1376,0004099,13760087,0004099,001
P1376,0004129,13760088,0004129,001
P1376,0004159,13760089,0004159,001
P1376,0004189,1376008A,0004189,001
P1376,0004220,1376008B,0004220,001
P1376,0004250,1376008C,0004250,001
P1376,0004280,1376008D,0004280,001
P1376,0004310,1376008E,0004310,001
P1376,0004340,1376008F,0004340,001
P1376,0004370,13760090,0004370,001
P1376,0004400,13760091,0004400,001
P1376,0004431,13760092,0004431,001
P1376,0004461,13760093,0004461,001
P1376,0004491,13760094,0004491,001
P1376,0004522,13760095,0004522,001
P1376,0004552,13760096,0004552,001
P1376,0004560,72C20031,0001492,004
P1376,0004563,D7580023,0001071,005
P1376,0004583,13760097,0004583,001
P1376,0004613,13760098,0004613,001
P1376,0004643,13760099,0004643,001
P1376,0004674,1376009A,0004674,001
P1376,0004704,1376009B,0004704,001
P1376,0004734,1376009C,0004734,001
P1376,0004764,1376009D,0004764,001
P1376,0004789,C31E002F,0001422,005
P1376,0004795,1376009E,0004795,001
P1376,0004820,72C20031,0001492,004
P1376,0004826,13760092,0004431,003
P1376,0004826,1376009F,0004826,001
P1376,0004849,1ADF0097,0004597,002
P1376,0004856,137600A0,0004856,001
P1376,0004857,1ADF009A,0004687,002
P1376,0004886,137600A1,0004886,001
P1376,0004917,137600A2,0004917,001
P1376,0004932,1ADF00A1,0004898,002
P1376,0004939,ED090086,0004058,002
P1376,0004940,1ADF00A2,0004929,002
P1376,0004943,51F7000F,0000457,004
P1376,0004944,C31E0009,0000274,005
P1376,0004947,137600A3,0004947,001
P1376,0004948,3A280058,0002681,002
P1376,0004952,72C20011,0000517,006
P1376,0004954,784A001B,0000824,005
P1376,0004954,2B530099,0004652,002
P1376,0004955,EDB10073,0003491,002
P1376,0004956,5F34000D,0000397,007
P1376,0004963,D7580063,0003004,003
P1376,0004964,2B53007E,0003835,003
P1376,0004965,485B0010,0000488,004
P1376,0004969,EDB1008B,0004218,002
P1376,0004970,485B007D,0003802,003
P1376,0004971,6BF7002A,0001287,006
P1376,0004972,BAD30054,0002547,003
P1376,0004974,EDB10075,0003551,002
P1376,0004978,137600A4,0004978,001
P1376,0004978,EDB10076,0003581,002
P1376,0004979,EDB10078,0003642,002
P1376,0004981,1ADF001E,0000919,006
P1376,0004985,EDB10079,0003673,002
P1376,0004987,C31E0056,0002600,004
P1376,0004988,BAD30058,0002669,003
P1376,0004991,5F34006D,0003310,002
P1376,0004992,EDB1007A,0003703,002
P1376,0004995,13760007,0000214,006
